Category,Synonym,Matched CUI,Canonical Name,Keyword
Hyperglycemic,,C2247307,dna beta-glucosyltransferase activity,glucose
Hyperglycemic,,C2247308,glucosyl-dna beta-glucosyltransferase activity,glucose
Hyperglycemic,,C2247309,procollagen glucosyltransferase activity,glucose
Hyperglycemic,,C2247313,xyloglucan 4-glucosyltransferase activity,glucose
Hyperglycemic,,C2247315,glucosylglycerol-phosphate synthase activity,glucose
Hyperglycemic,,C2247318,kojibiose phosphorylase activity,glucose
Hyperglycemic,,C2247324,flavonol 7-o-beta-glucosyltransferase activity,glucose
Hyperglycemic,,C2247325,anthocyanin 3'-o-beta-glucosyltransferase activity,glucose
Hyperglycemic,,C2247326,flavonol-3-o-glucoside glucosyltransferase activity,glucose
Hyperglycemic,,C2247327,flavonol-3-o-glycoside glucosyltransferase activity,glucose
Hyperglycemic,,C2247328,ndp-glucose-starch glucosyltransferase activity,glucose
Hyperglycemic,,C2248667,utp:glucose-1-phosphate uridylyltransferase regulator activity,glucose
Hyperglycemic,,C2248763,adp-specific glucokinase activity,glucose
Hyperglycemic,,C2248856,inhibition of transcription by glucose,glucose
Hyperglycemic,,C2250020,activation of transcription by glucose,glucose
Hyperglycemic,,C2250021,stimulation of transcription by glucose,glucose
Hyperglycemic,,C2250061,inhibition of glucose import,glucose
Hyperglycemic,,C2250062,activation of glucose import,glucose
Hyperglycemic,,C2250063,stimulation of glucose import,glucose
Hyperglycemic,,C2253373,glucose 1-dehydrogenase [nad(p)] activity,glucose
Hyperglycemic,,C2262315,hydrogen:glucose symporter activity,glucose
Hyperglycemic,,C2262316,insulin-responsive hydrogen:glucose symporter activity,glucose
Hyperglycemic,,C2262724,d-glucose:proton symporter activity,glucose
Hyperglycemic,,C2262725,d-glucose transmembrane transporter activity,glucose
Hyperglycemic,,C2263030,activation of transcription from rna polymerase ii promoter by glucose,glucose
Hyperglycemic,,C2263031,stimulation of transcription from rna polymerase ii promoter by glucose,glucose
Hyperglycemic,,C2263034,inhibition of transcription from rna polymerase ii promoter by glucose,glucose
Hyperglycemic,,C2264787,uridine diphosphate glucose:lipopolysaccharide glucosyltransferase i,glucose
Hyperglycemic,,C2265604,gdp-galactose:glucose-1-phosphate guanylyltransferase activity,glucose
Hyperglycemic,,C2265606,glucose-1-phosphate guanylyltransferase (gdp) activity,glucose
Hyperglycemic,,C2265622,"udp-4-keto-6-deoxy-glucose-3,5-epimerase activity",glucose
Hyperglycemic,,C2276056,dienia sp. hamburg bg 602 b 337,BG
Hyperglycemic,,C2276057,cleisostoma sp. heidelberg bg 123029,BG
Hyperglycemic,,C2276062,acriopsis sp. wien bg,BG
Hyperglycemic,,C2276065,campylocentrum sp. heidelberg bg 122375,BG
Hyperglycemic,,C2276068,cephalantheropsis sp. heidelberg bg 125239,BG
Hyperglycemic,,C2276070,cyclopogon sp. 1 hannover bg,BG
Hyperglycemic,,C2276081,jumellea sp. heidelberg bg 122887,BG
Hyperglycemic,,C2276084,oncidium sp. heidelberg bg 124450,BG
Hyperglycemic,,C2276085,polystachya sp. heidelberg bg s.n.,BG
Hyperglycemic,,C2276086,oberonia sp. heidelberg bg 120006,BG
Hyperglycemic,,C2276087,octomeria sp. heidelberg bg 125079,BG
Hyperglycemic,,C2276088,epidendrum sp. heidelberg bg 101762,BG
Hyperglycemic,,C2276093,ponera sp. heidelberg bg 121987,BG
Hyperglycemic,,C2276097,rangaeris sp. heidelberg bg 121559,BG
Hyperglycemic,,C2276099,sarcochilus sp. heidelberg bg 122933,BG
Hyperglycemic,,C2276101,sauroglossum sp. hannover bg,BG
Hyperglycemic,,C2276106,telipogon sp. heidelberg bg 108219,BG
Hyperglycemic,,C2297182,alchemilla cf. subnivalis gehrke bg-af 362,BG
Hyperglycemic,,C2302342,kirramyces sp. bg-2007a,BG
Hyperglycemic,,C2317125,family history of impaired glucose tolerance,glucose
Hyperglycemic,,C2342994,embrace (glucose) test strip,glucose
Hyperglycemic,,C2343441,assure 4 blood glucose test strips,blood glucose
Hyperglycemic,,C2344042,prodigy (glucose) high control soln,glucose
Hyperglycemic,,C2344043,prodigy (glucose) low control soln,glucose
Hyperglycemic,,C2344051,accu-chek compact (glucose) hi/lo control soln,glucose
Hyperglycemic,,C2344232,calcium chloride / glucose / potassium chloride / sodium chloride injectable solution,glucose
Hyperglycemic,,C2344959,glucose 1.7 mg/ml,glucose
Hyperglycemic,,C2344964,calcium chloride 0.00014 meq/ml / glucose 1.7 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml intraperitoneal solution,glucose
Hyperglycemic,,C2344966,calcium chloride 0.00014 meq/ml / glucose 1.7 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml [dianeal pd-2/4.25],glucose
Hyperglycemic,,C2344991,glucose 1 mg/ml,glucose
Hyperglycemic,,C2345001,glucose 0.6 mg/ml,glucose
Hyperglycemic,,C2345002,calcium chloride 0.00014 meq/ml / glucose 0.6 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml intraperitoneal solution,glucose
Hyperglycemic,,C2345004,calcium chloride 0.00014 meq/ml / glucose 0.6 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml [dianeal pd-2/1.5],glucose
Hyperglycemic,,C2345006,calcium chloride 0.00014 meq/ml / glucose 1 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml intraperitoneal solution,glucose
Hyperglycemic,,C2345007,calcium chloride 0.00014 meq/ml / glucose 1 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml [dianeal pd-2/2.5],glucose
Hyperglycemic,,C2345009,calcium chloride 0.000996 meq/ml / glucose 1.7 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml intraperitoneal solution,glucose
Hyperglycemic,,C2345013,calcium chloride 0.000996 meq/ml / glucose 1.7 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml [dianeal low calcium 4.25],glucose
Hyperglycemic,,C2345046,calcium chloride 0.000996 meq/ml / glucose 1 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml intraperitoneal solution,glucose
Hyperglycemic,,C2345048,calcium chloride 0.000996 meq/ml / glucose 1 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml [dianeal low calcium 2.5],glucose
Hyperglycemic,,C2345277,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine injectable solution,glucose
Hyperglycemic,,C2345282,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine injectable solution [clinimix e 4.25/5],glucose
Hyperglycemic,,C2345297,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine injectable solution,glucose
Hyperglycemic,,C2345298,alanine 5.7 mg/ml / arginine 3.16 mg/ml / glucose 50 mg/ml / glycine 2.83 mg/ml / histidine 1.32 mg/ml / isoleucine 1.65 mg/ml / leucine 2.01 mg/ml / lysine 1.59 mg/ml / methionine 1.1 mg/ml / phenylalanine 1.54 mg/ml / proline 1.87 mg/ml / serine 1.38 mg/ml / threonine 1.16 mg/ml / tryptophan 0.5 mg/ml / tyrosine 0.11 mg/ml / valine 1.6 mg/ml injectable solution,glucose
Hyperglycemic,,C2345300,alanine 5.7 mg/ml / arginine 3.16 mg/ml / glucose 50 mg/ml / glycine 2.83 mg/ml / histidine 1.32 mg/ml / isoleucine 1.65 mg/ml / leucine 2.01 mg/ml / lysine 1.59 mg/ml / methionine 1.1 mg/ml / phenylalanine 1.54 mg/ml / proline 1.87 mg/ml / serine 1.38 mg/ml / threonine 1.16 mg/ml / tryptophan 0.5 mg/ml / tyrosine 0.11 mg/ml / valine 1.6 mg/ml [clinimix 2.75/5],glucose
Hyperglycemic,,C2345301,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine injectable solution [clinimix 2.75/5],glucose
Hyperglycemic,,C2345302,alanine 8.8 mg/ml / arginine 4.89 mg/ml / glucose 100 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml injectable solution,glucose
Hyperglycemic,,C2345304,alanine 8.8 mg/ml / arginine 4.89 mg/ml / glucose 100 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml [clinimix 4.25/10],glucose
Hyperglycemic,,C2345305,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine injectable solution [clinimix 4.25/10],glucose
Hyperglycemic,,C2345306,alanine 8.8 mg/ml / arginine 4.89 mg/ml / glucose 200 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml injectable solution,glucose
Hyperglycemic,,C2345308,alanine 8.8 mg/ml / arginine 4.89 mg/ml / glucose 200 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml [clinimix 4.25/20],glucose
Hyperglycemic,,C2345309,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine injectable solution [clinimix 4.25/20],glucose
Hyperglycemic,,C2345310,alanine 8.8 mg/ml / arginine 4.89 mg/ml / glucose 250 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml injectable solution,glucose
Hyperglycemic,,C2345312,alanine 8.8 mg/ml / arginine 4.89 mg/ml / glucose 250 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml [clinimix 4.25/25],glucose
Hyperglycemic,,C2345313,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine injectable solution [clinimix 4.25/25],glucose
Hyperglycemic,,C2345314,alanine 8.8 mg/ml / arginine 4.89 mg/ml / glucose 50 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml injectable solution,glucose
Hyperglycemic,,C2345316,alanine 8.8 mg/ml / arginine 4.89 mg/ml / glucose 50 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml [clinimix 4.25/5],glucose
Hyperglycemic,,C2345317,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine injectable solution [clinimix 4.25/5],glucose
Hyperglycemic,,C2345331,alanine 10.4 mg/ml / arginine 5.75 mg/ml / glucose 150 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 290 mg/ml injectable solution,glucose
Hyperglycemic,,C2345333,alanine 10.4 mg/ml / arginine 5.75 mg/ml / glucose 150 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 290 mg/ml [clinimix 5/15],glucose
Hyperglycemic,,C2345334,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine injectable solution [clinimix 5/15],glucose
Hyperglycemic,,C2345336,alanine 10.4 mg/ml / arginine 5.75 mg/ml / glucose 200 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml injectable solution,glucose
Hyperglycemic,,C2345338,alanine 10.4 mg/ml / arginine 5.75 mg/ml / glucose 200 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml [clinimix 5/20],glucose
Hyperglycemic,,C2345339,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine injectable solution [clinimix 5/20],glucose
Hyperglycemic,,C2345340,alanine 10.4 mg/ml / arginine 5.75 mg/ml / glucose 250 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml injectable solution,glucose
Hyperglycemic,,C2345342,alanine 10.4 mg/ml / arginine 5.75 mg/ml / glucose 250 mg/ml / glycine 5.15 mg/ml / histidine 2.4 mg/ml / isoleucine 3 mg/ml / leucine 3.65 mg/ml / lysine 2.9 mg/ml / methionine 2 mg/ml / phenylalanine 2.8 mg/ml / proline 3.4 mg/ml / serine 2.5 mg/ml / threonine 2.1 mg/ml / tryptophan 0.9 mg/ml / tyrosine 0.2 mg/ml / valine 2.9 mg/ml [clinimix 5/25],glucose
Hyperglycemic,,C2345343,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine injectable solution [clinimix 5/25],glucose
Hyperglycemic,,C2345348,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine injectable solution [clinimix e 2.75/5],glucose
Hyperglycemic,,C2345354,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine injectable solution [clinimix e 2.75/10],glucose
Hyperglycemic,,C2345355,calcium chloride 0.000996 meq/ml / glucose 0.6 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml intraperitoneal solution,glucose
Hyperglycemic,,C2345356,calcium chloride 0.000996 meq/ml / glucose 0.6 mg/ml / magnesium chloride 0.0000245 meq/ml / sodium chloride 0.00368 meq/ml / sodium lactate 0.0016 meq/ml [dianeal low calcium 1.5],glucose
Hyperglycemic,,C2345359,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine injectable solution [clinimix e 4.25/25],glucose
Hyperglycemic,,C2345367,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine injectable solution [clinimix e 5/15],glucose
Hyperglycemic,,C2345377,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine injectable solution [clinimix e 5/20],glucose
Hyperglycemic,,C2345379,alanine / arginine / calcium chloride / dibasic potassium phosphate / glucose / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / threonine / tryptophan / tyrosine / valine injectable solution [clinimix e 5/25],glucose
Hyperglycemic,,C2345479,"dibasic potassium phosphate 1 mg/ml / glucose 50 mg/ml / magnesium chloride 0.00639 meq/ml / potassium chloride 0.0134 meq/ml / sodium chloride 0.0308 meq/ml / sodium lactate 0.025 meq/ml / sodium phosphate, monobasic 0.16 mg/ml injectable solution",glucose
Hyperglycemic,,C2345481,"dibasic potassium phosphate 1 mg/ml / glucose 50 mg/ml / magnesium chloride 0.00639 meq/ml / potassium chloride 0.0134 meq/ml / sodium chloride 0.0308 meq/ml / sodium lactate 0.025 meq/ml / sodium phosphate, monobasic 0.16 mg/ml [ionosol-b]",glucose
Hyperglycemic,,C2345489,"glucose 50 mg/ml / magnesium chloride 0.00361 meq/ml / monobasic potassium phosphate 0.15 mg/ml / potassium chloride 0.0189 meq/ml / sodium lactate 0.0232 meq/ml / sodium phosphate, monobasic 0.25 mg/ml injectable solution",glucose
Hyperglycemic,,C2345491,"glucose 50 mg/ml / magnesium chloride 0.00361 meq/ml / monobasic potassium phosphate 0.15 mg/ml / potassium chloride 0.0189 meq/ml / sodium lactate 0.0232 meq/ml / sodium phosphate, monobasic 0.25 mg/ml [ionosol-mb]",glucose
Hyperglycemic,,C2345612,dibasic potassium phosphate / glucose / magnesium chloride / potassium chloride / sodium acetate injectable solution,glucose
Hyperglycemic,,C2345613,dibasic potassium phosphate 0.26 mg/ml / glucose 50 mg/ml / magnesium chloride 0.00373 meq/ml / potassium chloride 0.00174 meq/ml / sodium acetate 0.039 meq/ml injectable solution,glucose
Hyperglycemic,,C2345615,dibasic potassium phosphate 0.26 mg/ml / glucose 50 mg/ml / magnesium chloride 0.00373 meq/ml / potassium chloride 0.00174 meq/ml / sodium acetate 0.039 meq/ml [isolyte p],glucose
Hyperglycemic,,C2345616,dibasic potassium phosphate / glucose / magnesium chloride / potassium chloride / sodium acetate injectable solution [isolyte p],glucose
Hyperglycemic,,C2345755,alanine 8.8 mg/ml / arginine 4.89 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 50 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / magnesium chloride 0.01 meq/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / sodium acetate trihydrate 2.97 mg/ml / sodium chloride 0.013 meq/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml injectable solution,glucose
Hyperglycemic,,C2345756,alanine 8.8 mg/ml / arginine 4.89 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 50 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / magnesium chloride 0.01 meq/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / sodium acetate trihydrate 2.97 mg/ml / sodium chloride 0.013 meq/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml [clinimix e 4.25/5],glucose
Hyperglycemic,,C2345759,glucose / magnesium acetate / potassium acetate / sodium chloride injectable solution,glucose
Hyperglycemic,,C2345760,glucose 50 mg/ml / magnesium acetate 0.000979 meq/ml / potassium acetate 0.013 meq/ml / sodium chloride 0.04 meq/ml injectable solution,glucose
Hyperglycemic,,C2345762,glucose 50 mg/ml / magnesium acetate 0.000979 meq/ml / potassium acetate 0.013 meq/ml / sodium chloride 0.04 meq/ml [normosol-m],glucose
Hyperglycemic,,C2345763,glucose / magnesium acetate / potassium acetate / sodium chloride injectable solution [normosol-m],glucose
Hyperglycemic,,C2345764,alanine 5.7 mg/ml / arginine 3.16 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 50 mg/ml / glycine 2.83 mg/ml / histidine 1.32 mg/ml / isoleucine 1.65 mg/ml / leucine 2.01 mg/ml / lysine 1.59 mg/ml / magnesium chloride 0.01 meq/ml / methionine 1.1 mg/ml / phenylalanine 1.54 mg/ml / proline 1.87 mg/ml / serine 1.38 mg/ml / sodium acetate trihydrate 2.17 mg/ml / sodium chloride 0.02 meq/ml / threonine 1.16 mg/ml / tryptophan 0.5 mg/ml / tyrosine 0.11 mg/ml / valine 1.6 mg/ml injectable solution,glucose
Hyperglycemic,,C2345765,alanine 5.7 mg/ml / arginine 3.16 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 50 mg/ml / glycine 2.83 mg/ml / histidine 1.32 mg/ml / isoleucine 1.65 mg/ml / leucine 2.01 mg/ml / lysine 1.59 mg/ml / magnesium chloride 0.01 meq/ml / methionine 1.1 mg/ml / phenylalanine 1.54 mg/ml / proline 1.87 mg/ml / serine 1.38 mg/ml / sodium acetate trihydrate 2.17 mg/ml / sodium chloride 0.02 meq/ml / threonine 1.16 mg/ml / tryptophan 0.5 mg/ml / tyrosine 0.11 mg/ml / valine 1.6 mg/ml [clinimix e 2.75/5],glucose
Hyperglycemic,,C2345766,alanine 5.7 mg/ml / arginine 3.16 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 100 mg/ml / glycine 2.83 mg/ml / histidine 1.32 mg/ml / isoleucine 1.65 mg/ml / leucine 2.01 mg/ml / lysine 1.59 mg/ml / magnesium chloride 0.01 meq/ml / methionine 1.1 mg/ml / phenylalanine 1.54 mg/ml / proline 1.87 mg/ml / serine 1.38 mg/ml / sodium acetate trihydrate 2.17 mg/ml / sodium chloride 0.02 meq/ml / threonine 1.16 mg/ml / tryptophan 0.5 mg/ml / tyrosine 0.11 mg/ml / valine 1.6 mg/ml injectable solution,glucose
Hyperglycemic,,C2345767,alanine 5.7 mg/ml / arginine 3.16 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 100 mg/ml / glycine 2.83 mg/ml / histidine 1.32 mg/ml / isoleucine 1.65 mg/ml / leucine 2.01 mg/ml / lysine 1.59 mg/ml / magnesium chloride 0.01 meq/ml / methionine 1.1 mg/ml / phenylalanine 1.54 mg/ml / proline 1.87 mg/ml / serine 1.38 mg/ml / sodium acetate trihydrate 2.17 mg/ml / sodium chloride 0.02 meq/ml / threonine 1.16 mg/ml / tryptophan 0.5 mg/ml / tyrosine 0.11 mg/ml / valine 1.6 mg/ml [clinimix e 2.75/10],glucose
Hyperglycemic,,C2345768,alanine 8.8 mg/ml / arginine 4.89 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 250 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / magnesium chloride 0.01 meq/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / sodium acetate trihydrate 2.97 mg/ml / sodium chloride 0.013 meq/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml injectable solution,glucose
Hyperglycemic,,C2345769,alanine 8.8 mg/ml / arginine 4.89 mg/ml / calcium chloride 0.004 meq/ml / dibasic potassium phosphate 2.61 mg/ml / glucose 250 mg/ml / glycine 4.38 mg/ml / histidine 2.04 mg/ml / isoleucine 2.55 mg/ml / leucine 3.11 mg/ml / lysine 2.47 mg/ml / magnesium chloride 0.01 meq/ml / methionine 1.7 mg/ml / phenylalanine 2.38 mg/ml / proline 2.89 mg/ml / serine 2.13 mg/ml / sodium acetate trihydrate 2.97 mg/ml / sodium chloride 0.013 meq/ml / threonine 1.79 mg/ml / tryptophan 0.77 mg/ml / tyrosine 0.17 mg/ml / valine 2.47 mg/ml [clinimix e 4.25/25],glucose
